"","d0_11","d0_13","d0_14","d0_2","d0_20","d0_22","d0_3","d0_4","d0_5","d0_6","d0_7","d0_8","d14_10","d14_11","d14_13","d14_14","d14_16","d14_17","d14_20","d14_22","d14_24","d14_25","d14_26","d14_4","d14_5","d14_6","d14_7","d14_8","d7_10","d7_11","d7_12","d7_13","d7_16","d7_17","d7_2","d7_20","d7_22","d7_24","d7_25","d7_26","d7_27","d7_3","d7_4","d7_5","d7_6","d7_7","d7_8"
"d7_20",0.736470588235294,0.526233359436179,0.946748144914884,0.952284674484432,0.898198903680501,0.940392156862745,0.891151135473767,0.882491186839013,0.889584964761159,0.967110415035239,0.949882537196554,0.89584964761159,0.84494909945184,0.90602975724354,0.98659834450138,0.98981989036805,0.889324960753532,0.836142689141513,0.555207517619421,0.629600626468285,0.891023128185025,0.350039154267815,0.971130713712911,0.932575460603685,0.981205951448708,0.892717306186374,0.938136256851997,0.787000783085356,0.913860610806578,0.945184025058731,0.881754111198121,0.801096319498825,0.984338292873923,0.901331245105716,0.960062646828504,0,0.859827721221613,0.620203602192639,0.671782762691854,0.776201733648542,0.527799530148786,0.919342208300705,0.906812842599843,0.909162098668755,0.905246671887236,0.995301487862177,0.416601409553641
"d7_22",0.970196078431373,0.981989036805012,0.984286337843736,0.965224423776789,0.962411902897416,0.985882352941176,0.966327329678935,0.960830395613004,0.96319498825372,0.984338292873923,0.974941268598277,0.971025841816758,0.37744714173845,0.880971025841817,0.995270003941663,0.992169146436962,0.949764521193093,0.338298706389651,0.830070477682067,0.660140955364135,0.976479811838495,0.987470634299139,0.985565356856456,0.967855742845943,0.990602975724354,0.951448707909162,0.990602975724354,0.954581049334377,0.939702427564605,0.9796397807361,0.954581049334377,0.946750195771339,1,0.953797963978074,0.974941268598277,0.859827721221613,0,0.953797963978074,0.988980716253444,0.988179669030733,0.962411902897416,0.946750195771339,0.955364134690681,0.945967110415035,0.957713390759593,0.995301487862177,0.948316366483947
"d7_24",0.755294117647059,0.642129992169146,0.949367088607595,0.888394662353417,0.877055599060298,0.930980392156863,0.86530931871574,0.874657265961614,0.892717306186374,0.960062646828504,0.889584964761159,0.91229444009397,0.886452623335944,0.963978073610024,0.912495072920773,0.935787000783085,0.82967032967033,0.907487259898079,0.681284259984338,0.672670321064996,0.762446099568796,0.628034455755677,0.934242181234964,0.829870638965112,0.945184025058731,0.813625685199687,0.928739232576351,0.758809710258418,0.76742364917776,0.867658574784652,0.784651527016445,0.755677368833203,0.959279561472201,0.844166014095536,0.957713390759593,0.620203602192639,0.953797963978074,0,0.642660369933097,0.772261623325453,0.610023492560689,0.866875489428348,0.797180892717306,0.819890368050118,0.741581832419734,0.931871574001566,0.574001566170713
"d7_25",0.79030350808041,0.682014954742228,0.936786654960492,0.863414634146341,0.950413223140496,0.975561687031927,0.937819756001574,0.94251968503937,0.936245572609209,0.957497048406139,0.97874852420307,0.962219598583235,0.944116489571035,0.996064541519087,0.764659270998415,0.99685163321527,0.912426035502959,0.965327029156816,0.68280204643841,0.761511216056671,0.911741528762805,0.674144037780401,0.855703345425232,0.962174940898345,0.973238882329791,0.954348681621409,0.994490358126722,0.837072018890201,0.955135773317591,0.867768595041322,0.869342778433688,0.863833136560409,0.989767807949626,0.946477764659583,0.982683982683983,0.671782762691854,0.988980716253444,0.642660369933097,0,0.483564356435644,0.673356946084219,0.957497048406139,0.964580873671783,0.940181031090122,0.918929555293192,0.99685163321527,0.652892561983471
"d7_26",0.787687450670876,0.788810086682427,0.936703296703297,0.881969881969882,0.955082742316785,0.96921862667719,0.934594168636722,0.936145053212456,0.93538219070134,0.965327029156816,0.96769109535067,0.955870764381403,0.945626477541371,0.977147360126083,0.815152717175724,0.996847911741529,0.936808846761453,0.964497041420118,0.792750197005516,0.764381402679275,0.903747534516765,0.772261623325453,0.797417271993543,0.9534516765286,0.986603624901497,0.952718676122931,0.994483845547675,0.847123719464145,0.961386918833727,0.876280535855004,0.868400315208826,0.85973207249803,0.975571315996848,0.959810874704492,0.976359338061466,0.776201733648542,0.988179669030733,0.772261623325453,0.483564356435644,0,0.765957446808511,0.969267139479905,0.957446808510638,0.940898345153664,0.922773837667455,0.995271867612293,0.762017336485422
"d7_27",0.733333333333333,0.56930305403289,0.934526407682235,0.911039223615042,0.869224745497259,0.95843137254902,0.876272513703994,0.847238542890717,0.883320281910728,0.953797963978074,0.949882537196554,0.91229444009397,0.945184025058731,0.985121378230227,0.931415057154119,0.996867658574785,0.879120879120879,0.950607604860839,0.675019577133908,0.748629600626468,0.891807134457076,0.548159749412686,0.939053728949479,0.945903567228538,0.971808927173062,0.870007830853563,0.986687548942835,0.833985904463587,0.904463586530932,0.929522317932655,0.888801879404855,0.802662490211433,0.867658574784652,0.891151135473767,0.94283476898982,0.527799530148786,0.962411902897416,0.610023492560689,0.673356946084219,0.765957446808511,0,0.917776037588097,0.864526233359436,0.783868441660141,0.819107282693814,0.987470634299139,0.507439310884886
"d7_3",0.885490196078431,0.947533281127643,0.951113051069402,0.931257581884351,0.845732184808144,0.943529411764706,0.746280344557557,0.783783783783784,0.784651527016445,0.965544244322631,0.948316366483947,0.896632732967893,0.993735317149569,0.994518402505873,0.967678360268033,0.992169146436962,0.84850863422292,0.931007448059584,0.984338292873923,0.924823805794832,0.918463347706782,0.96319498825372,0.956696070569366,0.90905527244218,0.971808927173062,0.802662490211433,0.966327329678935,0.836335160532498,0.843382928739233,0.935787000783085,0.873923257635082,0.916992952231793,0.987470634299139,0.873140172278778,0.953797963978074,0.919342208300705,0.946750195771339,0.866875489428348,0.957497048406139,0.969267139479905,0.917776037588097,0,0.866092404072044,0.829287392325764,0.827721221613156,0.990602975724354,0.881754111198121
"d7_4",0.833725490196078,0.920908379013312,0.881274552597119,0.881116053376466,0.793265465935787,0.892549019607843,0.775254502740799,0.779083431257344,0.779953014878622,0.960845732184808,0.895066562255286,0.881754111198121,0.955364134690681,0.972592012529366,0.91643673630272,0.953797963978074,0.740188383045526,0.903567228537828,0.985904463586531,0.883320281910728,0.869070952567621,0.918559122944401,0.922213311948677,0.804782438259506,0.894283476898982,0.795614722004699,0.924040720438528,0.815974941268598,0.804228660924041,0.899765074393109,0.802662490211433,0.824588880187941,0.92247454972592,0.744714173844949,0.928739232576351,0.906812842599843,0.955364134690681,0.797180892717306,0.964580873671783,0.957446808510638,0.864526233359436,0.866092404072044,0,0.747846515270164,0.810493343774471,0.949882537196554,0.807361002349256
"d7_5",0.897254901960784,0.964761158966327,0.870798777826277,0.852810351799434,0.87548942834769,0.945882352941177,0.82850430696946,0.831570701135919,0.863743148003132,0.964761158966327,0.947533281127643,0.894283476898982,0.996084573218481,0.961628817541112,0.898305084745763,0.994518402505873,0.778649921507064,0.932575460603685,0.982772122161316,0.920908379013312,0.870638965111721,0.933437744714174,0.90056134723336,0.869854958839671,0.967893500391543,0.797180892717306,0.985904463586531,0.784651527016445,0.760375880971026,0.896632732967893,0.77760375880971,0.890368050117463,0.862176977290525,0.84494909945184,0.938136256851997,0.909162098668755,0.945967110415035,0.819890368050118,0.940181031090122,0.940898345153664,0.783868441660141,0.829287392325764,0.747846515270164,0,0.735317149569303,0.986687548942835,0.811276429130775
"d7_6",0.865098039215686,0.924823805794832,0.933653426451331,0.895673271330368,0.81832419733751,0.885490196078431,0.824588880187941,0.835487661574618,0.846515270164448,0.956147220046985,0.939702427564605,0.916992952231793,0.995301487862177,0.956147220046985,0.87386677177769,0.994518402505873,0.803767660910518,0.927871422971384,0.989036805011746,0.934220830070478,0.858094864758918,0.960062646828504,0.886126704089816,0.861230889847119,0.937353171495693,0.790133124510572,0.988253719655442,0.817541111981206,0.671887235708692,0.851213782302271,0.76115896632733,0.904463586530932,0.898981989036805,0.880187940485513,0.954581049334377,0.905246671887236,0.957713390759593,0.741581832419734,0.918929555293192,0.922773837667455,0.819107282693814,0.827721221613156,0.810493343774471,0.735317149569303,0,0.991386061080658,0.899765074393109
"d7_7",0.992941176470588,0.988253719655442,0.986032300305543,0.97250303275374,0.991386061080658,0.996078431372549,0.992952231793265,0.992949471210341,0.993735317149569,0.998433829287392,0.667188723570869,0.995301487862177,0.679718089271731,0.991386061080658,0.993693338588885,0.283476898981989,0.990580847723705,0.967071736573893,0.997650743931088,0.852779953014879,0.862798902391219,0.966327329678935,0.993584603047314,0.7781262250098,0.996084573218481,0.991386061080658,0.27956147220047,0.995301487862177,0.981205951448708,0.996084573218481,0.985121378230227,0.493343774471417,0.992169146436962,0.986687548942835,0.992169146436962,0.995301487862177,0.995301487862177,0.931871574001566,0.99685163321527,0.995271867612293,0.987470634299139,0.990602975724354,0.949882537196554,0.986687548942835,0.991386061080658,0,0.989036805011746
"d7_8",0.745098039215686,0.517619420516836,0.930161501527717,0.924787707238172,0.906812842599843,0.947450980392157,0.867658574784652,0.874657265961614,0.877055599060298,0.963978073610024,0.940485512920908,0.88566953797964,0.946750195771339,0.991386061080658,0.968466692944423,0.996867658574785,0.78414442700157,0.926303410427283,0.669537979639781,0.716523101018011,0.861230889847119,0.439310884886453,0.945469125902165,0.906703253626029,0.955364134690681,0.850430696945967,0.987470634299139,0.719655442443226,0.84494909945184,0.899765074393109,0.853563038371182,0.763508222396241,0.9796397807361,0.816758026624902,0.945967110415035,0.416601409553641,0.948316366483947,0.574001566170713,0.652892561983471,0.762017336485422,0.507439310884886,0.881754111198121,0.807361002349256,0.811276429130775,0.899765074393109,0.989036805011746,0
