"","d0_11","d0_13","d0_14","d0_2","d0_20","d0_22","d0_3","d0_4","d0_5","d0_6","d0_7","d0_8","d14_10","d14_11","d14_13","d14_14","d14_16","d14_17","d14_20","d14_22","d14_24","d14_25","d14_26","d14_4","d14_5","d14_6","d14_7","d14_8","d7_10","d7_11","d7_12","d7_13","d7_16","d7_17","d7_2","d7_20","d7_22","d7_24","d7_25","d7_26","d7_27","d7_3","d7_4","d7_5","d7_6","d7_7","d7_8"
"d14_24",0.854731056144484,0.890239121912975,0.909965034965035,0.859919028340081,0.898079184633477,0.893207695327837,0.880047040376323,0.883921568627451,0.881615052920423,0.90905527244218,0.884751078008624,0.841630733045864,0.817326538612309,0.883183065464524,0.88318863456985,0.86671893375147,0.831041257367387,0.918367346938776,0.935711485691886,0.747549980399843,0,0.862014896119169,0.902047370533922,0.728414442700157,0.947471579772638,0.810270482163857,0.860446883575069,0.783614268914151,0.860446883575069,0.851038808310467,0.806350450803606,0.7765582124657,0.978831830654645,0.913759310074481,0.975695805566445,0.891023128185025,0.976479811838495,0.762446099568796,0.911741528762805,0.903747534516765,0.891807134457076,0.918463347706782,0.869070952567621,0.870638965111721,0.858094864758918,0.862798902391219,0.861230889847119
"d14_25",0.774117647058824,0.527016444792482,0.950240069838499,0.914274160938132,0.935003915426782,0.971764705882353,0.911511354737666,0.90520955738347,0.921691464369616,0.971808927173062,0.927956147220047,0.945184025058731,0.919342208300705,0.985904463586531,0.962160031533307,0.971808927173062,0.908163265306122,0.901215209721678,0.667971808927173,0.711824588880188,0.862014896119169,0,0.946271050521251,0.926303410427283,0.978073610023493,0.90602975724354,0.965544244322631,0.807361002349256,0.945967110415035,0.953797963978074,0.913860610806578,0.810493343774471,0.982772122161316,0.927956147220047,0.971808927173062,0.350039154267815,0.987470634299139,0.628034455755677,0.674144037780401,0.772261623325453,0.548159749412686,0.96319498825372,0.918559122944401,0.933437744714174,0.960062646828504,0.966327329678935,0.439310884886453
"d14_26",0.910843373493976,0.959101844426624,0.898700134468848,0.79361790302528,0.908580593424218,0.934136546184739,0.889334402566159,0.870838347372643,0.894947874899759,0.947072975140337,0.951082598235766,0.906976744186046,0.993584603047314,0.919005613472334,0.805409769882923,0.995990376904571,0.856109324758842,0.956643918105179,0.987169206094627,0.93504410585405,0.902047370533922,0.946271050521251,0,0.881975110397431,0.956696070569366,0.882919005613472,0.987971130713713,0.891740176423416,0.956696070569366,0.763432237369687,0.824378508420209,0.966319165998396,0.969526864474739,0.958299919807538,0.971130713712911,0.971130713712911,0.985565356856456,0.934242181234964,0.855703345425232,0.797417271993543,0.939053728949479,0.956696070569366,0.922213311948677,0.90056134723336,0.886126704089816,0.993584603047314,0.945469125902165
"d14_4",0.855516293678838,0.924735397883183,0.854020979020979,0.880971659919028,0.899647197177577,0.873576756968983,0.883183065464524,0.88156862745098,0.858878871030968,0.913759310074481,0.890239121912975,0.904351234809878,0.77577420619365,0.914543316346531,0.927387529597474,0.77734221873775,0.816110019646365,0.886970172684458,0.981183849470796,0.749901999215994,0.728414442700157,0.926303410427283,0.881975110397431,0,0.943551548412387,0.807134457075657,0.753038024304194,0.818894551156409,0.861230889847119,0.871422971383771,0.847902783222266,0.698157585260682,0.975695805566445,0.850254802038416,0.973343786750294,0.932575460603685,0.967855742845943,0.829870638965112,0.962174940898345,0.9534516765286,0.945903567228538,0.90905527244218,0.804782438259506,0.869854958839671,0.861230889847119,0.7781262250098,0.906703253626029
"d14_5",0.96078431372549,0.96945967110415,0.952859013531209,0.944197331176708,0.950665622552858,0.948235294117647,0.954581049334377,0.946729338033686,0.960845732184808,0.965544244322631,0.981989036805012,0.945967110415035,0.997650743931088,0.955364134690681,0.95743003547497,0.997650743931088,0.910518053375196,0.976479811838495,0.989036805011746,0.97337509788567,0.947471579772638,0.978073610023493,0.956696070569366,0.943551548412387,0,0.883320281910728,0.991386061080658,0.954581049334377,0.925606891151135,0.915426781519186,0.943617854346124,0.985121378230227,0.981989036805012,0.957713390759593,0.992169146436962,0.981205951448708,0.990602975724354,0.945184025058731,0.973238882329791,0.986603624901497,0.971808927173062,0.971808927173062,0.894283476898982,0.967893500391543,0.937353171495693,0.996084573218481,0.955364134690681
"d14_6",0.820392156862745,0.93265465935787,0.896988214753383,0.847149211484027,0.821456538762725,0.837647058823529,0.758809710258418,0.757931844888367,0.79796397807361,0.945967110415035,0.931871574001566,0.841816758026625,0.995301487862177,0.930305403288958,0.884903429247142,0.996084573218481,0.722919937205652,0.901215209721678,0.978856695379796,0.888018794048551,0.810270482163857,0.90602975724354,0.882919005613472,0.807134457075657,0.883320281910728,0,0.98981989036805,0.726703210649961,0.816758026624902,0.852779953014879,0.805794831636648,0.916992952231793,0.960845732184808,0.87548942834769,0.942051683633516,0.892717306186374,0.951448707909162,0.813625685199687,0.954348681621409,0.952718676122931,0.870007830853563,0.802662490211433,0.795614722004699,0.797180892717306,0.790133124510572,0.991386061080658,0.850430696945967
"d14_7",0.974901960784314,0.97337509788567,0.965080750763859,0.968459361099879,0.97337509788567,0.981960784313725,0.985904463586531,0.973364669016843,0.976507439310885,0.994518402505873,0.916209866875489,0.950665622552858,0.680501174628034,0.994518402505873,0.993693338588885,0.150352388410337,0.978806907378336,0.951391611132889,0.995301487862177,0.830853563038371,0.860446883575069,0.965544244322631,0.987971130713713,0.753038024304194,0.991386061080658,0.98981989036805,0,0.963978073610024,0.9796397807361,0.978856695379796,0.985121378230227,0.477682067345341,0.994518402505873,0.971025841816758,0.991386061080658,0.938136256851997,0.990602975724354,0.928739232576351,0.994490358126722,0.994483845547675,0.986687548942835,0.966327329678935,0.924040720438528,0.985904463586531,0.988253719655442,0.27956147220047,0.987470634299139
"d14_8",0.774117647058824,0.871574001566171,0.896988214753383,0.835018196522442,0.868441660140955,0.937254901960784,0.781519185591229,0.795534665099882,0.814408770555991,0.947533281127643,0.944400939702428,0.85512920908379,0.945967110415035,0.981989036805012,0.91564840362633,0.995301487862177,0.703296703296703,0.875343002744022,0.884886452623336,0.778386844166014,0.783614268914151,0.807361002349256,0.891740176423416,0.818894551156409,0.954581049334377,0.726703210649961,0.963978073610024,0,0.830070477682067,0.853563038371182,0.783868441660141,0.805794831636648,0.97337509788567,0.848864526233359,0.964761158966327,0.787000783085356,0.954581049334377,0.758809710258418,0.837072018890201,0.847123719464145,0.833985904463587,0.836335160532498,0.815974941268598,0.784651527016445,0.817541111981206,0.995301487862177,0.719655442443226
"d7_10",0.890196078431372,0.891151135473767,0.953731994762113,0.918317832591994,0.889584964761159,0.875294117647059,0.850430696945967,0.858206032119076,0.870007830853563,0.971025841816758,0.919342208300705,0.879404855129209,0.976507439310885,0.959279561472201,0.932203389830508,0.984338292873923,0.810832025117739,0.932575460603685,0.980422866092404,0.90602975724354,0.860446883575069,0.945967110415035,0.956696070569366,0.861230889847119,0.925606891151135,0.816758026624902,0.9796397807361,0.830070477682067,0,0.901331245105716,0.791699295223179,0.833985904463587,0.96319498825372,0.817541111981206,0.956147220046985,0.913860610806578,0.939702427564605,0.76742364917776,0.955135773317591,0.961386918833727,0.904463586530932,0.843382928739233,0.804228660924041,0.760375880971026,0.671887235708692,0.981205951448708,0.84494909945184
"d7_11",0.868235294117647,0.940485512920908,0.87167175905718,0.772745653052972,0.848081440877056,0.884705882352941,0.829287392325764,0.799451625538582,0.826938136256852,0.908379013312451,0.942051683633516,0.837901331245106,0.991386061080658,0.88566953797964,0.862041781631849,0.990602975724354,0.807692307692308,0.916895335162681,0.984338292873923,0.949099451840251,0.851038808310467,0.953797963978074,0.763432237369687,0.871422971383771,0.915426781519186,0.852779953014879,0.978856695379796,0.853563038371182,0.901331245105716,0,0.690681284259984,0.946750195771339,0.976507439310885,0.884886452623336,0.96945967110415,0.945184025058731,0.9796397807361,0.867658574784652,0.867768595041322,0.876280535855004,0.929522317932655,0.935787000783085,0.899765074393109,0.896632732967893,0.851213782302271,0.996084573218481,0.899765074393109
"d7_12",0.826666666666667,0.888018794048551,0.857704059362724,0.769510715729883,0.822239624119029,0.909019607843137,0.803445575567737,0.791617704661183,0.819890368050118,0.917776037588097,0.929522317932655,0.847298355520752,0.967110415035239,0.931088488645262,0.903035080804099,0.990602975724354,0.775510204081633,0.914543316346531,0.952231793265466,0.908379013312451,0.806350450803606,0.913860610806578,0.824378508420209,0.847902783222266,0.943617854346124,0.805794831636648,0.985121378230227,0.783868441660141,0.791699295223179,0.690681284259984,0,0.89584964761159,0.967110415035239,0.84494909945184,0.958496476115897,0.881754111198121,0.954581049334377,0.784651527016445,0.869342778433688,0.868400315208826,0.888801879404855,0.873923257635082,0.802662490211433,0.77760375880971,0.76115896632733,0.985121378230227,0.853563038371182
"d7_13",0.786666666666667,0.772122161315583,0.931034482758621,0.93772745653053,0.888801879404855,0.912156862745098,0.892717306186374,0.883274578926753,0.862176977290525,0.980422866092404,0.857478465152702,0.925606891151135,0.628034455755677,0.998433829287392,0.975561687031927,0.49804228660924,0.861067503924647,0.888671109368875,0.872357086922475,0.667188723570869,0.7765582124657,0.810493343774471,0.966319165998396,0.698157585260682,0.985121378230227,0.916992952231793,0.477682067345341,0.805794831636648,0.833985904463587,0.946750195771339,0.89584964761159,0,0.975724353954581,0.805794831636648,0.957713390759593,0.801096319498825,0.946750195771339,0.755677368833203,0.863833136560409,0.85973207249803,0.802662490211433,0.916992952231793,0.824588880187941,0.890368050117463,0.904463586530932,0.493343774471417,0.763508222396241
"d7_16",0.96,0.984338292873923,0.972064600611087,0.959563283461383,0.949099451840251,0.953725490196078,0.948316366483947,0.943595769682726,0.961628817541112,0.990602975724354,0.978073610023493,0.966327329678935,0.992952231793265,0.972592012529366,0.940086716594403,0.996084573218481,0.974097331240188,0.994511956095649,0.992169146436962,0.981989036805012,0.978831830654645,0.982772122161316,0.969526864474739,0.975695805566445,0.981989036805012,0.960845732184808,0.994518402505873,0.97337509788567,0.96319498825372,0.976507439310885,0.967110415035239,0.975724353954581,0,0.980422866092404,0.981205951448708,0.984338292873923,1,0.959279561472201,0.989767807949626,0.975571315996848,0.867658574784652,0.987470634299139,0.92247454972592,0.862176977290525,0.898981989036805,0.992169146436962,0.9796397807361
"d7_17",0.807058823529412,0.851996867658575,0.890004364906155,0.9239789729074,0.840250587314017,0.436078431372549,0.837901331245106,0.825303564433999,0.819107282693814,0.975724353954581,0.914643696162882,0.878621769772905,0.985121378230227,0.992169146436962,0.97240835632637,0.988253719655442,0.746467817896389,0.891023128185025,0.981989036805012,0.890368050117463,0.913759310074481,0.927956147220047,0.958299919807538,0.850254802038416,0.957713390759593,0.87548942834769,0.971025841816758,0.848864526233359,0.817541111981206,0.884886452623336,0.84494909945184,0.805794831636648,0.980422866092404,0,0.927956147220047,0.901331245105716,0.953797963978074,0.844166014095536,0.946477764659583,0.959810874704492,0.891151135473767,0.873140172278778,0.744714173844949,0.84494909945184,0.880187940485513,0.986687548942835,0.816758026624902
"d7_2",0.95843137254902,0.985121378230227,0.977302487996508,0.966033158107562,0.956930305403289,0.982745098039216,0.963978073610024,0.956130043086565,0.956147220046985,0.987470634299139,0.967110415035239,0.9796397807361,0.996867658574785,0.995301487862177,0.979503350413875,0.997650743931088,0.945839874411303,0.974911799294394,0.531714956930305,0.976507439310885,0.975695805566445,0.971808927173062,0.971130713712911,0.973343786750294,0.992169146436962,0.942051683633516,0.991386061080658,0.964761158966327,0.956147220046985,0.96945967110415,0.958496476115897,0.957713390759593,0.981205951448708,0.927956147220047,0,0.960062646828504,0.974941268598277,0.957713390759593,0.982683982683983,0.976359338061466,0.94283476898982,0.953797963978074,0.928739232576351,0.938136256851997,0.954581049334377,0.992169146436962,0.945967110415035
