ID	axis1	axis2
CFT12_d7_S48	0.134596409	-0.041985757
CFT14_d7_S50	-0.374973483	0.117471865
CFT17_d7_S53	-0.252112198	0.042860355
CFT18_ds5_S54	0.234371491	0.151190702
CFT19_ds5_S55	0.148632389	-0.168922948
CFT23_ds5_S59	0.221904572	0.165102616
CFT30_ds5_S66	-0.051370838	-0.276970373
CFT6_d7_S42	-0.061048343	0.011253541
