	shannon
CFT12_d7_S48	3.3825388730219093
CFT14_d7_S50	4.273099768399532
CFT17_d7_S53	4.114187693626434
CFT18_ds5_S54	3.1815199436914905
CFT19_ds5_S55	2.682893575273748
CFT23_ds5_S59	1.9288137891114276
CFT30_ds5_S66	3.795118446310276
CFT6_d7_S42	3.8078554016550292
