ID	axis1	axis2
CFT12_d7_S48	0.166150031	0.067711787
CFT14_d7_S50	-0.140838423	0.107305605
CFT17_d7_S53	-0.108102997	-0.154213268
CFT18_ds5_S54	0.00358112	-0.121438474
CFT19_ds5_S55	-0.211011261	0.173049003
CFT23_ds5_S59	0.336480865	0.083092635
CFT30_ds5_S66	-0.060470235	0.0215247
CFT6_d7_S42	0.0142109	-0.177031988
