	faith_pd
CFT12_d7_S48	4.458127305
CFT14_d7_S50	8.838612352
CFT17_d7_S53	7.302718735
CFT18_ds5_S54	3.4327831830000006
CFT19_ds5_S55	4.064527636999999
CFT23_ds5_S59	3.490787899
CFT30_ds5_S66	5.245249272000001
CFT6_d7_S42	5.626475799
