ID	axis1	axis2
CNT12_d7_S233	0.115303795	0.026888326
CNT13_d14_S268	-0.358241145	0.065122946
CNT14_d14_S269	0.257011981	-0.209318954
CNT17_d7_S238	0.189230087	0.033218193
CNT18_ds5_S251	0.201631423	-0.008154074
CNT19_ds5_S239	0.205252628	-0.04329326
CNT21_ds5_S288	0.047749509	0.33749104
CNT23_ds5_S255	0.215324434	-0.085969879
CNT25_d14_S279	-0.298905138	0.275873776
CNT28_ds5_S129_	-0.38990755	-0.216117661
CNT29_ds5_S122	-0.415701171	-0.184715173
CNT6_d7_S227	0.231251147	0.008974721
