	shannon
CNT12_d7_S233	6.2930903088186225
CNT13_d14_S268	4.722721424589901
CNT14_d14_S269	0.375206639862022
CNT17_d7_S238	3.7494988709702195
CNT18_ds5_S251	3.3698834731884655
CNT19_ds5_S239	3.9476664396383208
CNT21_ds5_S288	5.702641405942266
CNT23_ds5_S255	3.8428052721593007
CNT25_d14_S279	1.9462025669114593
CNT28_ds5_S129_	6.431838601856315
CNT29_ds5_S122	6.2264366383455405
CNT6_d7_S227	2.7061824780290182
